economy,series,Country,Series,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025
MNP,SH.XPD.CHEX.PC.CD,Northern Mariana Islands,Current health expenditure per capita (current US$),,,,,,,
MKD,SH.XPD.CHEX.PC.CD,North Macedonia,Current health expenditure per capita (current US$),469.47344971,510.81011963,636.65447998,561.69281006,639.41693115,,
NGA,SH.XPD.CHEX.PC.CD,Nigeria,Current health expenditure per capita (current US$),67.6254425,67.91384888,81.87322235,89.62958527,66.82009125,,
NER,SH.XPD.CHEX.PC.CD,Niger,Current health expenditure per capita (current US$),31.89424324,35.75537109,35.39406204,26.50681686,26.01301575,,
NIC,SH.XPD.CHEX.PC.CD,Nicaragua,Current health expenditure per capita (current US$),166.49009705,165.88038635,204.21273804,208.56825256,216.55238342,,
NZL,SH.XPD.CHEX.PC.CD,New Zealand,Current health expenditure per capita (current US$),3679.59692383,3887.71264648,4749.04199219,5138.33789063,4997.24316406,5022.03271484,
NCL,SH.XPD.CHEX.PC.CD,New Caledonia,Current health expenditure per capita (current US$),,,,,,,
NLD,SH.XPD.CHEX.PC.CD,Netherlands,Current health expenditure per capita (current US$),5340.61279297,5865.90527344,6718.88964844,5967.90429688,6371.85595703,6845.14208984,
NPL,SH.XPD.CHEX.PC.CD,Nepal,Current health expenditure per capita (current US$),53.61107254,59.07941437,69.1880188,87.34230042,83.96018982,,
NRU,SH.XPD.CHEX.PC.CD,Nauru,Current health expenditure per capita (current US$),1213.86804199,1270.52563477,1636.45788574,2264.07055664,2292.37329102,,
NAM,SH.XPD.CHEX.PC.CD,Namibia,Current health expenditure per capita (current US$),419.14828491,370.81643677,449.95172119,418.53683472,397.09063721,,
MMR,SH.XPD.CHEX.PC.CD,Myanmar,Current health expenditure per capita (current US$),53.72147369,66.02284241,96.86240387,57.96875763,56.18909836,,
MOZ,SH.XPD.CHEX.PC.CD,Mozambique,Current health expenditure per capita (current US$),41.01906586,34.92252731,44.09894943,47.69813538,52.96166611,,
MAR,SH.XPD.CHEX.PC.CD,Morocco,Current health expenditure per capita (current US$),178.73939514,192.04043579,209.57344055,201.81098938,232.24751282,,
MNE,SH.XPD.CHEX.PC.CD,Montenegro,Current health expenditure per capita (current US$),754.77441406,896.24884033,1024.2565918,1032.91149902,1147.69787598,,
MNG,SH.XPD.CHEX.PC.CD,Mongolia,Current health expenditure per capita (current US$),197.57131958,188.77464294,330.03753662,448.24212646,359.60980225,,
MCO,SH.XPD.CHEX.PC.CD,Monaco,Current health expenditure per capita (current US$),7517.25341797,7582.41552734,8225.38769531,7674.09814453,8004.16845703,,
MDA,SH.XPD.CHEX.PC.CD,Moldova,Current health expenditure per capita (current US$),283.98425293,305.48913574,403.87823486,394.42373657,451.73007202,,
FSM,SH.XPD.CHEX.PC.CD,"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),425.28103638,403.03540039,399.43988037,468.53509521,507.7762146,,
MEX,SH.XPD.CHEX.PC.CD,Mexico,Current health expenditure per capita (current US$),549.72601318,535.11669922,606.13415527,650.97070313,760.98840332,,
MUS,SH.XPD.CHEX.PC.CD,Mauritius,Current health expenditure per capita (current US$),639.18286133,541.95184326,593.77947998,590.91522217,616.20739746,,
MRT,SH.XPD.CHEX.PC.CD,Mauritania,Current health expenditure per capita (current US$),54.63365555,53.89974594,73.6309433,91.54125977,92.11444092,,
MHL,SH.XPD.CHEX.PC.CD,Marshall Islands,Current health expenditure per capita (current US$),793.66851807,687.02435303,782.16351318,859.050354,894.21533203,,
MLT,SH.XPD.CHEX.PC.CD,Malta,Current health expenditure per capita (current US$),2947.24023438,3140.77026367,3641.03833008,3362.42382813,3623.4609375,,
MLI,SH.XPD.CHEX.PC.CD,Mali,Current health expenditure per capita (current US$),31.4089489,28.20211601,30.55883217,31.0949192,33.9802475,,
MDV,SH.XPD.CHEX.PC.CD,Maldives,Current health expenditure per capita (current US$),880.79962158,845.82440186,901.09185791,883.91467285,1159.02819824,,
MYS,SH.XPD.CHEX.PC.CD,Malaysia,Current health expenditure per capita (current US$),419.32568359,406.52005005,476.94366455,458.21963501,450.33853149,,
MWI,SH.XPD.CHEX.PC.CD,Malawi,Current health expenditure per capita (current US$),36.91519165,42.37881851,46.41017532,40.03453827,41.26664734,,
MDG,SH.XPD.CHEX.PC.CD,Madagascar,Current health expenditure per capita (current US$),15.50084877,16.78295326,17.17938805,15.85809231,17.44003487,,
MAC,SH.XPD.CHEX.PC.CD,"Macao SAR, China",Current health expenditure per capita (current US$),,,,,,,
LUX,SH.XPD.CHEX.PC.CD,Luxembourg,Current health expenditure per capita (current US$),6221.73876953,6785.86230469,7632.57275391,7022.62695313,7510.99414063,8169.91259766,
LTU,SH.XPD.CHEX.PC.CD,Lithuania,Current health expenditure per capita (current US$),1361.20288086,1511.79626465,1844.33154297,1831.27734375,2044.18371582,2232.47631836,
LIE,SH.XPD.CHEX.PC.CD,Liechtenstein,Current health expenditure per capita (current US$),9686.88378906,10004.52832031,10912.36132813,10591.59277344,11494.95898438,,
LBY,SH.XPD.CHEX.PC.CD,Libya,Current health expenditure per capita (current US$),552.73168945,472.62240601,298.84338379,284.0262146,470.4034729,,
LBR,SH.XPD.CHEX.PC.CD,Liberia,Current health expenditure per capita (current US$),51.1932373,76.11009979,88.54867554,100.49607086,103.94123077,,
LSO,SH.XPD.CHEX.PC.CD,Lesotho,Current health expenditure per capita (current US$),235.94372559,96.84536743,115.81448364,133.32562256,122.63982391,,
LBN,SH.XPD.CHEX.PC.CD,Lebanon,Current health expenditure per capita (current US$),798.13421631,303.48632813,189.8581543,230.39093018,260.8119812,,
LVA,SH.XPD.CHEX.PC.CD,Latvia,Current health expenditure per capita (current US$),1183.1151123,1313.35412598,1897.95275879,1642.47131348,1645.4152832,,
LAO,SH.XPD.CHEX.PC.CD,Lao PDR,Current health expenditure per capita (current US$),67.57865143,51.96581268,68.61697388,41.34779739,27.41773605,,
KGZ,SH.XPD.CHEX.PC.CD,Kyrgyz Republic,Current health expenditure per capita (current US$),61.39657974,61.25272751,72.58779144,88.07954407,96.65081787,,
KWT,SH.XPD.CHEX.PC.CD,Kuwait,Current health expenditure per capita (current US$),1643.16491699,1542.72143555,1829.13134766,1683.39929199,1679.12353516,,
XKX,SH.XPD.CHEX.PC.CD,Kosovo,Current health expenditure per capita (current US$),,,,,,,
KOR,SH.XPD.CHEX.PC.CD,"Korea, Rep.",Current health expenditure per capita (current US$),2602.4831543,2699.6640625,3125.82714844,3078.55151367,3043.87329102,3136.78564453,
PRK,SH.XPD.CHEX.PC.CD,"Korea, Dem. People's Rep.",Current health expenditure per capita (current US$),,,,,,,
KIR,SH.XPD.CHEX.PC.CD,Kiribati,Current health expenditure per capita (current US$),177.93025208,239.24353027,263.09573364,217.68276978,238.12675476,,
KEN,SH.XPD.CHEX.PC.CD,Kenya,Current health expenditure per capita (current US$),85.64528656,86.5921936,94.20249176,91.18416595,84.958992,,
KAZ,SH.XPD.CHEX.PC.CD,Kazakhstan,Current health expenditure per capita (current US$),263.61331177,329.57086182,391.81536865,421.60028076,489.71456909,,
JOR,SH.XPD.CHEX.PC.CD,Jordan,Current health expenditure per capita (current US$),294.92785645,303.4822998,322.01589966,334.387146,342.10394287,,
JPN,SH.XPD.CHEX.PC.CD,Japan,Current health expenditure per capita (current US$),4431.29980469,4581.60986328,4843.94433594,4201.79248047,3638.19287109,,
JAM,SH.XPD.CHEX.PC.CD,Jamaica,Current health expenditure per capita (current US$),390.79431152,364.76513672,413.36227417,521.12023926,520.15704346,,
ITA,SH.XPD.CHEX.PC.CD,Italy,Current health expenditure per capita (current US$),2908.83154297,3058.90014648,3414.57299805,3154.57104492,3283.47216797,3397.68798828,
ISR,SH.XPD.CHEX.PC.CD,Israel,Current health expenditure per capita (current US$),3335.24511719,3616.50219727,4294.18847656,4107.72998047,3927.69873047,,
IMN,SH.XPD.CHEX.PC.CD,Isle of Man,Current health expenditure per capita (current US$),,,,,,,
IRL,SH.XPD.CHEX.PC.CD,Ireland,Current health expenditure per capita (current US$),5454.31152344,6073.10546875,6754.07519531,6407.92333984,6877.9375,7394.85009766,
IRQ,SH.XPD.CHEX.PC.CD,Iraq,Current health expenditure per capita (current US$),241.73873901,248.04725647,251.59538269,283.17074585,333.29360962,,
IRN,SH.XPD.CHEX.PC.CD,"Iran, Islamic Rep.",Current health expenditure per capita (current US$),223.64257813,184.90914917,196.66934204,250.23272705,267.059021,,
IDN,SH.XPD.CHEX.PC.CD,Indonesia,Current health expenditure per capita (current US$),118.22380829,131.8225708,158.89761353,127.44384766,131.77729797,,
IND,SH.XPD.CHEX.PC.CD,India,Current health expenditure per capita (current US$),60.6913681,63.83099747,75.54971313,81.50888824,84.68669891,,
ISL,SH.XPD.CHEX.PC.CD,Iceland,Current health expenditure per capita (current US$),5912.00976563,5692.89111328,6722.421875,6851.62939453,7064.62402344,7641.57373047,
HUN,SH.XPD.CHEX.PC.CD,Hungary,Current health expenditure per capita (current US$),1062.15869141,1182.54138184,1392.97460938,1228.00231934,1419.87475586,,
HKG,SH.XPD.CHEX.PC.CD,"Hong Kong SAR, China",Current health expenditure per capita (current US$),,,,,,,
HND,SH.XPD.CHEX.PC.CD,Honduras,Current health expenditure per capita (current US$),183.75006104,212.7419281,253.63349915,244.90408325,249.15301514,,
HTI,SH.XPD.CHEX.PC.CD,Haiti,Current health expenditure per capita (current US$),49.32995987,52.2158699,59.89406204,52.28417587,54.4146843,,
GUY,SH.XPD.CHEX.PC.CD,Guyana,Current health expenditure per capita (current US$),314.0977478,364.20135498,457.86633301,452.23754883,505.03240967,,
GNB,SH.XPD.CHEX.PC.CD,Guinea-Bissau,Current health expenditure per capita (current US$),53.98390961,67.88795471,70.21189117,68.01049042,82.13543701,,
GIN,SH.XPD.CHEX.PC.CD,Guinea,Current health expenditure per capita (current US$),42.16910172,41.1027565,44.10476303,53.2922287,59.33010101,,
GTM,SH.XPD.CHEX.PC.CD,Guatemala,Current health expenditure per capita (current US$),278.59024048,289.21640015,361.51858521,384.06158447,392.01223755,,
GUM,SH.XPD.CHEX.PC.CD,Guam,Current health expenditure per capita (current US$),,,,,,,
GRD,SH.XPD.CHEX.PC.CD,Grenada,Current health expenditure per capita (current US$),515.94726563,475.83853149,508.09500122,526.35113525,526.3918457,,
GRL,SH.XPD.CHEX.PC.CD,Greenland,Current health expenditure per capita (current US$),,,,,,,
GRC,SH.XPD.CHEX.PC.CD,Greece,Current health expenditure per capita (current US$),1569.02844238,1674.78417969,1846.37304688,1768.11071777,1962.59594727,,
GIB,SH.XPD.CHEX.PC.CD,Gibraltar,Current health expenditure per capita (current US$),,,,,,,
GHA,SH.XPD.CHEX.PC.CD,Ghana,Current health expenditure per capita (current US$),71.14958191,97.37677765,94.40388489,82.32108307,70.25730896,,
DEU,SH.XPD.CHEX.PC.CD,Germany,Current health expenditure per capita (current US$),5447.31787109,5906.80615234,6653.58349609,6226.14208984,6394.62255859,6849.26367188,
GEO,SH.XPD.CHEX.PC.CD,Georgia,Current health expenditure per capita (current US$),339.86679077,389.42260742,524.32415771,546.22503662,554.3248291,,
GMB,SH.XPD.CHEX.PC.CD,"Gambia, The",Current health expenditure per capita (current US$),23.21861267,28.9169693,29.77283478,29.57811737,25.74407768,,
GAB,SH.XPD.CHEX.PC.CD,Gabon,Current health expenditure per capita (current US$),205.99945068,227.2480011,228.46922302,243.09941101,252.98246765,,
PYF,SH.XPD.CHEX.PC.CD,French Polynesia,Current health expenditure per capita (current US$),,,,,,,
FRA,SH.XPD.CHEX.PC.CD,France,Current health expenditure per capita (current US$),4519.98583984,4760.08251953,5364.89746094,4857.73388672,5149.0546875,5327.43359375,
FIN,SH.XPD.CHEX.PC.CD,Finland,Current health expenditure per capita (current US$),4459.9296875,4736.21435547,5261.90966797,4902.0390625,5515.40478516,,
FJI,SH.XPD.CHEX.PC.CD,Fiji,Current health expenditure per capita (current US$),254.83047485,256.25967407,331.58413696,217.15068054,212.88697815,,
FRO,SH.XPD.CHEX.PC.CD,Faroe Islands,Current health expenditure per capita (current US$),,,,,,,
ETH,SH.XPD.CHEX.PC.CD,Ethiopia,Current health expenditure per capita (current US$),25.93511963,28.28001595,26.06931114,27.06845474,34.79846954,,
SWZ,SH.XPD.CHEX.PC.CD,Eswatini,Current health expenditure per capita (current US$),320.05084229,236.99609375,297.72213745,284.75802612,296.04562378,,
EST,SH.XPD.CHEX.PC.CD,Estonia,Current health expenditure per capita (current US$),1599.3503418,1789.03417969,2091.15649414,1998.74523926,2258.4597168,2437.83764648,
ERI,SH.XPD.CHEX.PC.CD,Eritrea,Current health expenditure per capita (current US$),28.42930794,27.66697884,27.58759499,27.0898056,28.29782677,,
GNQ,SH.XPD.CHEX.PC.CD,Equatorial Guinea,Current health expenditure per capita (current US$),223.14128113,213.59317017,243.81242371,215.32841492,233.68379211,,
SLV,SH.XPD.CHEX.PC.CD,El Salvador,Current health expenditure per capita (current US$),380.53384399,357.78799438,470.14025879,500.20321655,500.69497681,,
EGY,SH.XPD.CHEX.PC.CD,"Egypt, Arab Rep.",Current health expenditure per capita (current US$),142.69670105,148.35269165,176.93664551,171.67852783,141.41111755,,
ECU,SH.XPD.CHEX.PC.CD,Ecuador,Current health expenditure per capita (current US$),484.54037476,470.20355225,507.65136719,495.30380249,509.49414063,,
DOM,SH.XPD.CHEX.PC.CD,Dominican Republic,Current health expenditure per capita (current US$),357.44137573,354.25689697,433.89172363,469.34915161,488.8727417,,
DMA,SH.XPD.CHEX.PC.CD,Dominica,Current health expenditure per capita (current US$),465.63766479,452.65899658,521.41455078,542.53948975,492.4524231,,
DJI,SH.XPD.CHEX.PC.CD,Djibouti,Current health expenditure per capita (current US$),68.4744873,66.53086853,86.88237762,79.13184357,77.57087708,,
DNK,SH.XPD.CHEX.PC.CD,Denmark,Current health expenditure per capita (current US$),6049.93408203,6520.65771484,7429.99023438,6451.19433594,6510.625,6745.06152344,
CZE,SH.XPD.CHEX.PC.CD,Czechia,Current health expenditure per capita (current US$),1805.44030762,2106.28027344,2538.03344727,2431.08496094,2671.08398438,2692.76416016,
CYP,SH.XPD.CHEX.PC.CD,Cyprus,Current health expenditure per capita (current US$),2059.45019531,2443.37207031,2947.81494141,2748.6159668,2899.36499023,,
CUW,SH.XPD.CHEX.PC.CD,Curacao,Current health expenditure per capita (current US$),,,,,,,
CUB,SH.XPD.CHEX.PC.CD,Cuba,Current health expenditure per capita (current US$),1023.39715576,1199.35327148,,,,,
HRV,SH.XPD.CHEX.PC.CD,Croatia,Current health expenditure per capita (current US$),1063.54443359,1123.37963867,1423.52905273,1328.80371094,1548.33959961,,
CIV,SH.XPD.CHEX.PC.CD,Cote d'Ivoire,Current health expenditure per capita (current US$),68.30471039,78.97766876,92.39588928,84.89915466,87.68105316,,
CRI,SH.XPD.CHEX.PC.CD,Costa Rica,Current health expenditure per capita (current US$),930.43511963,969.89099121,977.14831543,978.84155273,1163.30224609,,
COG,SH.XPD.CHEX.PC.CD,"Congo, Rep.",Current health expenditure per capita (current US$),58.42106628,80.09735107,78.60149384,53.11892319,75.55332184,,
COD,SH.XPD.CHEX.PC.CD,"Congo, Dem. Rep.",Current health expenditure per capita (current US$),19.20812035,20.5593071,21.58848572,24.3800106,23.43148804,,
COM,SH.XPD.CHEX.PC.CD,Comoros,Current health expenditure per capita (current US$),78.23674774,89.67817688,100.50016785,124.14363861,102.23101807,,
COL,SH.XPD.CHEX.PC.CD,Colombia,Current health expenditure per capita (current US$),507.06231689,464.41998291,568.84130859,507.07064819,571.15496826,644.30908203,
CHN,SH.XPD.CHEX.PC.CD,China,Current health expenditure per capita (current US$),538.99157715,582.95092773,670.25897217,755.43597412,763.37762451,,
CHL,SH.XPD.CHEX.PC.CD,Chile,Current health expenditure per capita (current US$),1348.99401855,1270.97814941,1576.69287109,1541.37927246,1736.52038574,1759.70605469,
CHI,SH.XPD.CHEX.PC.CD,Channel Islands,Current health expenditure per capita (current US$),,,,,,,
TCD,SH.XPD.CHEX.PC.CD,Chad,Current health expenditure per capita (current US$),30.23690224,37.73088074,37.59156799,40.17007446,47.43893051,,
CAF,SH.XPD.CHEX.PC.CD,Central African Republic,Current health expenditure per capita (current US$),35.76099014,42.63476563,46.25038147,47.91523361,53.81136703,,
CYM,SH.XPD.CHEX.PC.CD,Cayman Islands,Current health expenditure per capita (current US$),,,,,,,
CAN,SH.XPD.CHEX.PC.CD,Canada,Current health expenditure per capita (current US$),5098.88720703,5646.19433594,6511.46972656,6252.34033203,6186.65234375,6377.96875,
CMR,SH.XPD.CHEX.PC.CD,Cameroon,Current health expenditure per capita (current US$),56.79493713,66.17185211,72.59731293,72.12950897,79.09996796,,
KHM,SH.XPD.CHEX.PC.CD,Cambodia,Current health expenditure per capita (current US$),112.5851059,106.79976654,137.38909912,103.89541626,114.56295776,,
CPV,SH.XPD.CHEX.PC.CD,Cabo Verde,Current health expenditure per capita (current US$),211.24963379,249.71989441,262.42272949,297.08233643,290.12619019,,
BDI,SH.XPD.CHEX.PC.CD,Burundi,Current health expenditure per capita (current US$),22.2435379,26.21934319,23.11420059,25.52155113,28.14028931,,
BFA,SH.XPD.CHEX.PC.CD,Burkina Faso,Current health expenditure per capita (current US$),41.06895828,57.17589188,63.59171295,64.38339996,71.73455048,,
BGR,SH.XPD.CHEX.PC.CD,Bulgaria,Current health expenditure per capita (current US$),733.06878662,906.54833984,1109.10290527,1066.69189453,1257.87597656,,
BRN,SH.XPD.CHEX.PC.CD,Brunei Darussalam,Current health expenditure per capita (current US$),678.81982422,658.38983154,665.87030029,648.55499268,733.00543213,,
VGB,SH.XPD.CHEX.PC.CD,British Virgin Islands,Current health expenditure per capita (current US$),,,,,,,
BRA,SH.XPD.CHEX.PC.CD,Brazil,Current health expenditure per capita (current US$),868.17248535,680.76843262,768.27075195,871.27526855,1009.83563232,,
BWA,SH.XPD.CHEX.PC.CD,Botswana,Current health expenditure per capita (current US$),438.28546143,386.28860474,492.14276123,477.77633667,489.59677124,,
BIH,SH.XPD.CHEX.PC.CD,Bosnia and Herzegovina,Current health expenditure per capita (current US$),546.4508667,594.8225708,697.07427979,667.29681396,772.88568115,,
BOL,SH.XPD.CHEX.PC.CD,Bolivia,Current health expenditure per capita (current US$),241.34619141,248.69514465,276.20880127,260.88070679,255.04104614,,
BTN,SH.XPD.CHEX.PC.CD,Bhutan,Current health expenditure per capita (current US$),115.71811676,134.13723755,161.46617126,138.00679016,162.19680786,,
BMU,SH.XPD.CHEX.PC.CD,Bermuda,Current health expenditure per capita (current US$),,,,,,,
BEN,SH.XPD.CHEX.PC.CD,Benin,Current health expenditure per capita (current US$),33.9457283,36.62052536,38.45053101,37.76291275,46.52822113,,
BLZ,SH.XPD.CHEX.PC.CD,Belize,Current health expenditure per capita (current US$),298.14306641,279.10131836,308.93920898,298.01553345,309.40835571,,
BEL,SH.XPD.CHEX.PC.CD,Belgium,Current health expenditure per capita (current US$),5087.45654297,5269.40625,5847.17333984,5487.59277344,5931.01464844,,
BLR,SH.XPD.CHEX.PC.CD,Belarus,Current health expenditure per capita (current US$),400.11621094,420.43655396,484.03930664,529.01873779,558.22644043,,
BRB,SH.XPD.CHEX.PC.CD,Barbados,Current health expenditure per capita (current US$),1168.11938477,1234.30041504,1391.49853516,1302.0592041,1286.47680664,,
BGD,SH.XPD.CHEX.PC.CD,Bangladesh,Current health expenditure per capita (current US$),45.07677078,49.0274353,56.09640121,56.62142181,53.46432495,,
BHR,SH.XPD.CHEX.PC.CD,Bahrain,Current health expenditure per capita (current US$),1030.26379395,1101.14025879,1176.92102051,1178.80664063,1175.81628418,,
BHS,SH.XPD.CHEX.PC.CD,"Bahamas, The",Current health expenditure per capita (current US$),1881.40393066,1861.0637207,1946.21960449,2327.20117188,2262.33447266,,
AZE,SH.XPD.CHEX.PC.CD,Azerbaijan,Current health expenditure per capita (current US$),199.25746155,245.21949768,250.9887085,261.44659424,299.81060791,,
AUT,SH.XPD.CHEX.PC.CD,Austria,Current health expenditure per capita (current US$),5313.19287109,5569.84130859,6554.14257813,5897.97607422,6267.93164063,6739.30908203,
AUS,SH.XPD.CHEX.PC.CD,Australia,Current health expenditure per capita (current US$),5543.37841797,5968.00341797,7092.13476563,6723.98242188,6980.38525391,,
ABW,SH.XPD.CHEX.PC.CD,Aruba,Current health expenditure per capita (current US$),,,,,,,
ARM,SH.XPD.CHEX.PC.CD,Armenia,Current health expenditure per capita (current US$),533.69952393,535.2723999,595.83544922,674.78619385,766.95874023,,
ARG,SH.XPD.CHEX.PC.CD,Argentina,Current health expenditure per capita (current US$),1007.45629883,910.9586792,1182.15930176,1415.79577637,1456.98596191,,
ATG,SH.XPD.CHEX.PC.CD,Antigua and Barbuda,Current health expenditure per capita (current US$),808.14996338,873.5246582,835.06512451,891.00323486,841.24884033,,
AGO,SH.XPD.CHEX.PC.CD,Angola,Current health expenditure per capita (current US$),64.4466095,56.01641846,66.94487,103.94506073,76.07118225,,
AND,SH.XPD.CHEX.PC.CD,Andorra,Current health expenditure per capita (current US$),3021.078125,3282.02587891,3668.44750977,3190.11328125,3605.19799805,,
ASM,SH.XPD.CHEX.PC.CD,American Samoa,Current health expenditure per capita (current US$),,,,,,,
DZA,SH.XPD.CHEX.PC.CD,Algeria,Current health expenditure per capita (current US$),242.07049561,211.07240295,208.93911743,180.33454895,233.37947083,,
ALB,SH.XPD.CHEX.PC.CD,Albania,Current health expenditure per capita (current US$),366.34014893,396.17477417,465.57043457,506.86920166,590.62799072,,
AFG,SH.XPD.CHEX.PC.CD,Afghanistan,Current health expenditure per capita (current US$),74.0642395,80.0892334,81.52112579,80.6516037,59.06770706,,
WLD,SH.XPD.CHEX.PC.CD,World,Current health expenditure per capita (current US$),1084.49306439097,1159.57285311227,1257.47391628473,1266.05555280828,1317.1671582956,,
UMC,SH.XPD.CHEX.PC.CD,Upper middle income,Current health expenditure per capita (current US$),484.744327339184,490.756350456569,562.458265915243,618.84502765484,647.668785764171,,
TSS,SH.XPD.CHEX.PC.CD,Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),75.7445621300364,74.6171611090391,84.359470788382,84.9160346502374,79.3484684744502,,
SSA,SH.XPD.CHEX.PC.CD,Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),81.3199149531357,79.8091601746024,90.921044535094,91.4200968178127,84.3445301882911,,
SSF,SH.XPD.CHEX.PC.CD,Sub-Saharan Africa,Current health expenditure per capita (current US$),75.7445621300364,74.6171611090391,84.359470788382,84.9160346502374,79.3484684744502,,
TSA,SH.XPD.CHEX.PC.CD,South Asia (IDA & IBRD),Current health expenditure per capita (current US$),60.4097547940249,63.7995398712069,75.4653344021482,79.9919658936364,82.4869859574525,,
SAS,SH.XPD.CHEX.PC.CD,South Asia,Current health expenditure per capita (current US$),60.4097547940249,63.7995398712069,75.4653344021482,79.9919658936364,82.4869859574525,,
SST,SH.XPD.CHEX.PC.CD,Small states,Current health expenditure per capita (current US$),811.643543754382,843.402903978223,964.438696145428,953.147727709784,1008.72140097749,,
PRE,SH.XPD.CHEX.PC.CD,Pre-demographic dividend,Current health expenditure per capita (current US$),57.5665965601012,58.8310015075304,64.8298965758647,68.618036868196,65.281134186264,,
PST,SH.XPD.CHEX.PC.CD,Post-demographic dividend,Current health expenditure per capita (current US$),5831.5049491759,6358.7532460111,6913.69592372794,7086.35860844432,7413.55435761457,,
PSS,SH.XPD.CHEX.PC.CD,Pacific island small states,Current health expenditure per capita (current US$),226.264029255156,227.820353598018,265.263233002078,228.226159867358,234.298336830729,,
OSS,SH.XPD.CHEX.PC.CD,Other small states,Current health expenditure per capita (current US$),930.960863900857,989.041056411903,1150.97538567959,1117.93956877042,1203.88225536395,,
OED,SH.XPD.CHEX.PC.CD,OECD members,Current health expenditure per capita (current US$),4885.84420821771,5299.92618302278,5716.25796282394,5630.20991147519,5915.84053841546,,
INX,SH.XPD.CHEX.PC.CD,Not classified,Current health expenditure per capita (current US$),,,,,,,
NAC,SH.XPD.CHEX.PC.CD,North America,Current health expenditure per capita (current US$),9992.72741968316,11030.9209909969,11505.0803780518,11924.9482795516,12698.2453080241,,
MIC,SH.XPD.CHEX.PC.CD,Middle income,Current health expenditure per capita (current US$),274.712114778933,278.028834899963,318.264856128467,342.95024163684,354.87935271467,,
TMN,SH.XPD.CHEX.PC.CD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Current health expenditure per capita (current US$),134.686334431318,124.429475733351,131.194717308625,135.665737678531,138.738077507188,,
MNA,SH.XPD.CHEX.PC.CD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Current health expenditure per capita (current US$),135.944696475486,125.750005425982,132.824474109095,137.178960567695,140.204332765848,,
MEA,SH.XPD.CHEX.PC.CD,"Middle East, North Africa, Afghanistan & Pakistan",Current health expenditure per capita (current US$),276.604898950364,277.315342121298,294.888636725991,304.783955176052,310.969724717209,,
LMC,SH.XPD.CHEX.PC.CD,Lower middle income,Current health expenditure per capita (current US$),76.1863248288914,78.5818977396645,92.1974000455066,93.7196113288266,92.8071979709277,,
LIC,SH.XPD.CHEX.PC.CD,Low income,Current health expenditure per capita (current US$),37.3740646399076,38.1835986575097,39.4801184496002,40.264442766294,38.7370364536783,,
LMY,SH.XPD.CHEX.PC.CD,Low & middle income,Current health expenditure per capita (current US$),254.897084539972,257.634441231645,294.08380079348,316.043878156198,326.260421989899,,
LDC,SH.XPD.CHEX.PC.CD,Least developed countries: UN classification,Current health expenditure per capita (current US$),42.6451803488139,43.5898901711385,48.1863019536304,47.7666385033873,47.1283626351185,,
TLA,SH.XPD.CHEX.PC.CD,Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),654.635269750467,579.294045090621,672.712481297088,731.083036553733,815.300226297436,,
LAC,SH.XPD.CHEX.PC.CD,Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),651.433312008729,573.626771169397,651.981245802634,712.698532152493,797.694908711894,,
LCN,SH.XPD.CHEX.PC.CD,Latin America & Caribbean,Current health expenditure per capita (current US$),661.879991697161,590.885593157634,673.508345214621,732.077211521163,816.199426229249,,
LTE,SH.XPD.CHEX.PC.CD,Late-demographic dividend,Current health expenditure per capita (current US$),578.29718987738,599.999591287701,685.250208787111,757.7803277233,785.276488347841,,
IDA,SH.XPD.CHEX.PC.CD,IDA total,Current health expenditure per capita (current US$),52.1405597947966,54.3015634658814,61.8279025388772,60.2541339650288,56.7714322101608,,
IDX,SH.XPD.CHEX.PC.CD,IDA only,Current health expenditure per capita (current US$),47.9652618635297,50.0169312070439,55.7221807591881,52.4741092390193,52.3810905327872,,
IDB,SH.XPD.CHEX.PC.CD,IDA blend,Current health expenditure per capita (current US$),59.8472026609196,62.235168382412,73.1611514380078,74.7290098121785,64.9669025090336,,
IBT,SH.XPD.CHEX.PC.CD,IDA & IBRD total,Current health expenditure per capita (current US$),269.77161578365,275.725000062357,315.350586299164,340.376152313893,351.423524102155,,
IBD,SH.XPD.CHEX.PC.CD,IBRD only,Current health expenditure per capita (current US$),348.259188407069,356.808048107177,409.708232311971,447.260654903885,465.617152186669,,
HIC,SH.XPD.CHEX.PC.CD,High income,Current health expenditure per capita (current US$),5007.54151471026,5459.20363853139,5898.07593003976,5837.66878621092,6100.71624823872,,
HPC,SH.XPD.CHEX.PC.CD,Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),44.6460600242102,47.7717071935412,51.3398992636346,50.2027951771848,51.3496330389054,,
FCS,SH.XPD.CHEX.PC.CD,Fragile and conflict affected situations,Current health expenditure per capita (current US$),75.4473472281259,74.7932484380231,82.7020795183441,72.8781507440048,70.8798532328186,,
