economy,series,Country,Series,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025
EUU,SH.XPD.CHEX.PC.CD,European Union,Current health expenditure per capita (current US$),3498.76733094227,3749.13990498742,4245.26027453482,3922.69600424695,4153.58435864806,5005.49753794043,
TEC,SH.XPD.CHEX.PC.CD,Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),499.118925005059,565.47187430609,641.692030073061,732.6197329168,791.090004873467,,
ECA,SH.XPD.CHEX.PC.CD,Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),296.599975653494,313.492738787445,373.799664319144,366.115150801706,455.309139527159,,
ECS,SH.XPD.CHEX.PC.CD,Europe & Central Asia,Current health expenditure per capita (current US$),2329.10512080466,2527.45161423102,2865.36204038907,2811.91545037396,2968.43698060913,,
EMU,SH.XPD.CHEX.PC.CD,Euro area,Current health expenditure per capita (current US$),3990.7206471892,4267.968672245,4808.5266745298,4440.78663278001,4665.30589885406,5420.84357436742,
TEA,SH.XPD.CHEX.PC.CD,East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),414.627039315631,446.471116609362,515.545559248001,566.052535523033,570.065194520576,,
EAP,SH.XPD.CHEX.PC.CD,East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),414.609681820139,446.453873085913,515.527340657811,566.030286298373,570.046154107498,,
EAS,SH.XPD.CHEX.PC.CD,East Asia & Pacific,Current health expenditure per capita (current US$),754.673740778479,799.468053130348,899.287259231387,905.114818668488,881.290897960564,,
EAR,SH.XPD.CHEX.PC.CD,Early-demographic dividend,Current health expenditure per capita (current US$),159.821297045575,162.139748994011,186.693713270936,191.392926293627,201.321276167908,,
CEB,SH.XPD.CHEX.PC.CD,Central Europe and the Baltics,Current health expenditure per capita (current US$),1095.4614214139,1187.60462614471,1412.78214453503,1374.1600690946,1626.96748530039,,
CSS,SH.XPD.CHEX.PC.CD,Caribbean small states,Current health expenditure per capita (current US$),820.239812214279,796.157980008992,851.953010679747,915.955448715908,915.847407140298,,
ARB,SH.XPD.CHEX.PC.CD,Arab World,Current health expenditure per capita (current US$),326.670945661256,327.069625588704,336.587194733694,348.767262238545,363.465124423147,,
AFW,SH.XPD.CHEX.PC.CD,Africa Western and Central,Current health expenditure per capita (current US$),59.2671342584212,64.6241898845638,72.6328495675799,74.4412528236061,65.8868541984824,,
AFE,SH.XPD.CHEX.PC.CD,Africa Eastern and Southern,Current health expenditure per capita (current US$),87.0398773156759,81.4461401594807,92.3503331753643,92.0352883967091,88.48558529145,,
